order_number,product_sku,quantity,unit_price,line_discount,line_total
ORD000176,SKU000228,1,1037.80,0.00,1037.80
ORD000176,SKU000062,4,857.25,68.58,3360.42
ORD000177,SKU000109,4,1497.93,119.83,5871.89
ORD000177,SKU000125,3,1425.63,0.00,4276.89
ORD000177,SKU000187,2,1236.11,98.89,2373.33
ORD000178,SKU000060,2,351.08,10.53,691.63
ORD000179,SKU000219,2,890.49,0.00,1780.98
ORD000180,SKU000151,2,332.71,9.98,655.44
ORD000180,SKU000018,3,133.56,6.68,394.00
ORD000180,SKU000024,1,744.49,0.00,744.49
ORD000180,SKU000150,3,1450.00,0.00,4350.00
ORD000181,SKU000204,4,891.76,44.59,3522.45
ORD000181,SKU000158,1,883.64,0.00,883.64
ORD000181,SKU000018,1,133.56,4.01,129.55
ORD000181,SKU000070,4,518.67,0.00,2074.68
ORD000181,SKU000145,2,236.50,0.00,473.00
ORD000182,SKU000210,4,166.08,0.00,664.32
ORD000182,SKU000115,4,363.12,10.89,1441.59
ORD000182,SKU000025,2,907.82,27.23,1788.41
ORD000182,SKU000207,3,377.53,18.88,1113.71
ORD000183,SKU000023,2,1161.90,58.10,2265.70
ORD000183,SKU000214,2,111.27,8.90,213.64
ORD000184,SKU000154,2,453.74,13.61,893.87
ORD000184,SKU000107,4,1434.31,114.74,5622.50
ORD000184,SKU000045,1,188.51,5.66,182.85
ORD000185,SKU000111,4,381.74,19.09,1507.87
ORD000185,SKU000026,1,1077.05,0.00,1077.05
ORD000186,SKU000090,2,604.26,18.13,1190.39
ORD000186,SKU000164,4,222.51,11.13,878.91
ORD000186,SKU000025,2,907.82,45.39,1770.25
ORD000187,SKU000003,3,1186.09,35.58,3522.69
ORD000188,SKU000235,1,407.80,0.00,407.80
ORD000188,SKU000144,4,1434.21,71.71,5665.13
ORD000188,SKU000228,1,1037.80,0.00,1037.80
ORD000188,SKU000232,1,864.16,43.21,820.95
ORD000188,SKU000030,1,1263.29,0.00,1263.29
ORD000189,SKU000226,3,863.90,0.00,2591.70
ORD000190,SKU000197,1,990.61,0.00,990.61
ORD000190,SKU000076,1,788.05,23.64,764.41
ORD000190,SKU000085,4,1323.96,105.92,5189.92
ORD000190,SKU000127,4,1186.13,0.00,4744.52
ORD000191,SKU000175,4,1497.47,0.00,5989.88
ORD000191,SKU000060,2,351.08,17.55,684.61
ORD000191,SKU000201,3,1344.59,0.00,4033.77
ORD000191,SKU000158,3,883.64,0.00,2650.92
ORD000192,SKU000150,3,1450.00,43.50,4306.50
ORD000192,SKU000139,3,99.94,0.00,299.82
ORD000193,SKU000059,2,1823.70,0.00,3647.40
ORD000194,SKU000093,1,1142.61,91.41,1051.20
ORD000195,SKU000205,4,158.69,7.93,626.83
ORD000195,SKU000214,2,111.27,5.56,216.98
ORD000195,SKU000238,4,1002.56,30.08,3980.16
ORD000196,SKU000046,3,792.34,0.00,2377.02
ORD000197,SKU000070,3,518.67,15.56,1540.45
ORD000197,SKU000044,4,1091.23,54.56,4310.36
ORD000197,SKU000024,1,744.49,0.00,744.49
ORD000197,SKU000019,3,406.78,12.20,1208.14
ORD000198,SKU000163,3,1462.68,117.01,4271.03
ORD000198,SKU000127,3,1186.13,35.58,3522.81
ORD000198,SKU000139,3,99.94,3.00,296.82
ORD000198,SKU000024,3,744.49,0.00,2233.47
ORD000199,SKU000009,3,101.86,0.00,305.58
ORD000199,SKU000063,1,549.51,27.48,522.03
ORD000199,SKU000212,1,425.75,0.00,425.75
ORD000199,SKU000226,3,863.90,0.00,2591.70
ORD000199,SKU000028,3,1324.73,0.00,3974.19
ORD000200,SKU000043,1,1091.40,32.74,1058.66
ORD000200,SKU000095,4,1103.40,0.00,4413.60
ORD000200,SKU000039,1,1013.78,50.69,963.09
ORD000201,SKU000209,3,469.21,14.08,1393.55
ORD000201,SKU000214,2,111.27,3.34,219.20
ORD000201,SKU000045,1,188.51,0.00,188.51
ORD000201,SKU000107,1,1434.31,0.00,1434.31
ORD000202,SKU000208,2,249.16,19.93,478.39
ORD000202,SKU000082,4,464.98,37.20,1822.72
ORD000202,SKU000094,3,28.32,0.85,84.11
ORD000203,SKU000008,2,930.88,46.54,1815.22
ORD000203,SKU000138,4,639.98,0.00,2559.92
ORD000203,SKU000120,2,1019.64,0.00,2039.28
ORD000204,SKU000177,4,708.20,0.00,2832.80
ORD000205,SKU000092,2,593.82,0.00,1187.64
ORD000205,SKU000219,4,890.49,0.00,3561.96
ORD000206,SKU000035,4,1737.47,139.00,6810.88
ORD000206,SKU000186,4,465.11,37.21,1823.23
ORD000206,SKU000234,1,1026.73,0.00,1026.73
ORD000206,SKU000183,3,43.81,3.50,127.93
ORD000206,SKU000023,4,1161.90,34.86,4612.74
ORD000207,SKU000122,3,588.39,47.07,1718.10
ORD000208,SKU000084,2,111.96,0.00,223.92
ORD000208,SKU000234,1,1026.73,51.34,975.39
ORD000208,SKU000040,4,1173.46,93.88,4599.96
ORD000208,SKU000193,3,96.54,7.72,281.90
ORD000209,SKU000184,3,1750.03,87.50,5162.59
ORD000209,SKU000224,3,1434.98,0.00,4304.94
ORD000210,SKU000089,2,872.47,0.00,1744.94
ORD000210,SKU000111,1,381.74,19.09,362.65
ORD000211,SKU000085,3,1323.96,39.72,3932.16
ORD000212,SKU000155,2,1026.78,30.80,2022.76
ORD000212,SKU000236,1,1433.52,71.68,1361.84
ORD000213,SKU000127,4,1186.13,0.00,4744.52
ORD000213,SKU000035,1,1737.47,52.12,1685.35
ORD000213,SKU000090,4,604.26,48.34,2368.70
ORD000213,SKU000115,3,363.12,0.00,1089.36
ORD000214,SKU000225,2,124.36,6.22,242.50
ORD000214,SKU000197,2,990.61,49.53,1931.69
ORD000215,SKU000018,1,133.56,4.01,129.55
ORD000215,SKU000036,4,1272.76,0.00,5091.04
ORD000215,SKU000168,1,548.18,27.41,520.77
ORD000215,SKU000192,3,804.31,24.13,2388.80
ORD000216,SKU000074,4,410.55,20.53,1621.67
ORD000216,SKU000092,2,593.82,0.00,1187.64
ORD000216,SKU000164,2,222.51,17.80,427.22
ORD000217,SKU000076,1,788.05,0.00,788.05
ORD000217,SKU000154,1,453.74,36.30,417.44
ORD000218,SKU000051,1,544.71,0.00,544.71
ORD000218,SKU000096,2,1036.81,51.84,2021.78
ORD000219,SKU000129,2,312.97,9.39,616.55
ORD000219,SKU000199,2,166.64,0.00,333.28
ORD000219,SKU000115,4,363.12,0.00,1452.48
ORD000219,SKU000026,1,1077.05,32.31,1044.74
ORD000219,SKU000237,2,970.84,0.00,1941.68
ORD000220,SKU000195,1,13.48,0.40,13.08
ORD000220,SKU000004,3,494.05,24.70,1457.45
ORD000221,SKU000213,2,344.58,17.23,671.93
ORD000221,SKU000148,4,1421.58,0.00,5686.32
ORD000221,SKU000122,3,588.39,29.42,1735.75
ORD000222,SKU000003,1,1186.09,0.00,1186.09
ORD000222,SKU000212,1,425.75,12.77,412.98
ORD000222,SKU000064,1,229.52,6.89,222.63
ORD000222,SKU000005,1,1493.85,44.82,1449.03
ORD000222,SKU000147,3,430.30,12.91,1277.99
ORD000223,SKU000164,1,222.51,11.13,211.38
ORD000223,SKU000021,3,796.21,23.89,2364.74
ORD000223,SKU000030,4,1263.29,63.16,4990.00
ORD000224,SKU000166,1,718.17,21.55,696.62
ORD000224,SKU000055,1,190.67,0.00,190.67
ORD000225,SKU000099,4,1131.42,56.57,4469.11
ORD000225,SKU000091,1,158.71,0.00,158.71
ORD000225,SKU000104,3,934.38,0.00,2803.14
ORD000225,SKU000069,1,786.47,0.00,786.47
ORD000226,SKU000019,3,406.78,12.20,1208.14
ORD000226,SKU000239,4,1628.02,0.00,6512.08
ORD000227,SKU000095,1,1103.40,55.17,1048.23
ORD000227,SKU000062,4,857.25,0.00,3429.00
ORD000227,SKU000073,4,452.29,22.61,1786.55
ORD000228,SKU000203,4,401.86,20.09,1587.35
ORD000228,SKU000056,4,755.43,60.43,2961.29
ORD000228,SKU000139,3,99.94,3.00,296.82
ORD000229,SKU000176,1,897.46,44.87,852.59
ORD000229,SKU000112,2,898.53,0.00,1797.06
ORD000230,SKU000164,4,222.51,17.80,872.24
ORD000230,SKU000227,1,1087.40,54.37,1033.03
ORD000231,SKU000155,3,1026.78,30.80,3049.54
ORD000231,SKU000033,4,533.46,26.67,2107.17
ORD000231,SKU000148,1,1421.58,113.73,1307.85
ORD000232,SKU000103,3,390.61,19.53,1152.30
ORD000233,SKU000075,4,575.19,0.00,2300.76
ORD000233,SKU000077,1,1147.07,91.77,1055.30
ORD000234,SKU000189,1,539.78,43.18,496.60
ORD000234,SKU000106,3,1156.47,34.69,3434.72
ORD000234,SKU000044,3,1091.23,87.30,3186.39
ORD000234,SKU000131,1,1147.19,57.36,1089.83
ORD000235,SKU000064,4,229.52,18.36,899.72
ORD000235,SKU000051,1,544.71,0.00,544.71
ORD000235,SKU000115,3,363.12,10.89,1078.47
ORD000235,SKU000216,2,1356.98,108.56,2605.40
ORD000236,SKU000108,3,690.38,0.00,2071.14
ORD000236,SKU000123,4,757.15,37.86,2990.74
ORD000237,SKU000200,1,349.91,0.00,349.91
ORD000237,SKU000081,4,1094.91,0.00,4379.64
ORD000237,SKU000143,2,1115.39,89.23,2141.55
ORD000237,SKU000009,4,101.86,8.15,399.29
ORD000238,SKU000121,3,1218.18,0.00,3654.54
ORD000239,SKU000174,1,193.35,15.47,177.88
ORD000240,SKU000057,1,1657.46,49.72,1607.74
ORD000240,SKU000173,4,133.76,4.01,531.03
ORD000240,SKU000185,2,789.70,39.48,1539.92
ORD000240,SKU000044,4,1091.23,54.56,4310.36
ORD000240,SKU000065,1,454.03,13.62,440.41
ORD000241,SKU000060,3,351.08,17.55,1035.69
ORD000241,SKU000063,1,549.51,0.00,549.51
ORD000241,SKU000031,2,835.00,25.05,1644.95
ORD000242,SKU000200,1,349.91,0.00,349.91
ORD000242,SKU000153,4,119.81,0.00,479.24
ORD000242,SKU000099,1,1131.42,33.94,1097.48
ORD000242,SKU000131,1,1147.19,0.00,1147.19
ORD000242,SKU000191,1,1506.00,120.48,1385.52
ORD000243,SKU000155,4,1026.78,0.00,4107.12
ORD000243,SKU000021,1,796.21,63.70,732.51
ORD000243,SKU000204,1,891.76,26.75,865.01
ORD000243,SKU000097,1,1547.72,77.39,1470.33
ORD000243,SKU000093,1,1142.61,91.41,1051.20
ORD000244,SKU000162,3,428.18,34.25,1250.29
ORD000244,SKU000097,1,1547.72,46.43,1501.29
ORD000244,SKU000203,2,401.86,20.09,783.63
ORD000244,SKU000062,1,857.25,42.86,814.39
ORD000244,SKU000058,3,223.30,11.16,658.74
ORD000245,SKU000115,2,363.12,18.16,708.08
ORD000245,SKU000003,4,1186.09,59.30,4685.06
ORD000246,SKU000055,3,190.67,9.53,562.48
ORD000247,SKU000017,2,1627.19,48.82,3205.56
ORD000247,SKU000129,3,312.97,9.39,929.52
ORD000247,SKU000018,1,133.56,4.01,129.55
ORD000247,SKU000118,1,844.81,67.58,777.23
ORD000247,SKU000104,2,934.38,28.03,1840.73
ORD000248,SKU000058,1,223.30,0.00,223.30
ORD000248,SKU000181,2,757.86,0.00,1515.72
ORD000248,SKU000204,3,891.76,26.75,2648.53
ORD000249,SKU000055,4,190.67,15.25,747.43
ORD000249,SKU000046,3,792.34,23.77,2353.25
ORD000250,SKU000027,2,388.75,11.66,765.84
ORD000250,SKU000213,4,344.58,0.00,1378.32
ORD000250,SKU000201,3,1344.59,0.00,4033.77
ORD000250,SKU000234,4,1026.73,0.00,4106.92
ORD000251,SKU000198,4,81.28,0.00,325.12
ORD000251,SKU000240,2,706.34,35.32,1377.36
ORD000251,SKU000019,3,406.78,12.20,1208.14
ORD000252,SKU000027,1,388.75,0.00,388.75
ORD000253,SKU000129,1,312.97,0.00,312.97
ORD000253,SKU000163,4,1462.68,117.01,5733.71
ORD000253,SKU000079,3,62.21,3.11,183.52
ORD000254,SKU000133,3,1376.23,110.10,4018.59
ORD000254,SKU000192,2,804.31,40.22,1568.40
ORD000255,SKU000166,1,718.17,0.00,718.17
ORD000255,SKU000099,1,1131.42,90.51,1040.91
ORD000255,SKU000029,2,842.45,25.27,1659.63
ORD000256,SKU000064,1,229.52,11.48,218.04
ORD000256,SKU000151,4,332.71,0.00,1330.84
ORD000256,SKU000053,3,640.96,19.23,1903.65
ORD000256,SKU000037,1,151.75,4.55,147.20
ORD000257,SKU000058,4,223.30,6.70,886.50
ORD000257,SKU000011,1,359.63,10.79,348.84
ORD000257,SKU000046,4,792.34,0.00,3169.36
ORD000258,SKU000072,2,984.38,0.00,1968.76
ORD000259,SKU000157,4,614.14,49.13,2407.43
ORD000259,SKU000153,4,119.81,5.99,473.25
ORD000259,SKU000126,1,673.63,0.00,673.63
ORD000259,SKU000218,4,272.52,13.63,1076.45
ORD000260,SKU000020,1,192.07,9.60,182.47
ORD000260,SKU000191,3,1506.00,0.00,4518.00
ORD000261,SKU000016,4,755.31,22.66,2998.58
ORD000261,SKU000122,1,588.39,0.00,588.39
ORD000262,SKU000113,2,1510.50,120.84,2900.16
ORD000262,SKU000239,1,1628.02,81.40,1546.62
ORD000262,SKU000076,3,788.05,63.04,2301.11
ORD000262,SKU000114,2,1328.98,106.32,2551.64
ORD000262,SKU000066,1,302.75,0.00,302.75
ORD000263,SKU000236,4,1433.52,71.68,5662.40
ORD000263,SKU000219,4,890.49,26.71,3535.25
ORD000263,SKU000100,3,763.22,22.90,2266.76
ORD000263,SKU000099,4,1131.42,90.51,4435.17
ORD000263,SKU000031,1,835.00,0.00,835.00
ORD000264,SKU000013,4,150.50,0.00,602.00
ORD000264,SKU000094,3,28.32,0.00,84.96
ORD000264,SKU000126,3,673.63,33.68,1987.21
ORD000264,SKU000028,2,1324.73,0.00,2649.46
ORD000264,SKU000049,2,892.17,44.61,1739.73
ORD000265,SKU000012,4,510.87,0.00,2043.48
ORD000265,SKU000088,4,1898.00,94.90,7497.10
ORD000265,SKU000155,2,1026.78,51.34,2002.22
ORD000265,SKU000110,4,819.69,40.98,3237.78
ORD000266,SKU000116,4,132.39,3.97,525.59
ORD000266,SKU000126,1,673.63,0.00,673.63
ORD000266,SKU000155,2,1026.78,82.14,1971.42
ORD000266,SKU000217,4,1248.35,62.42,4930.98
ORD000267,SKU000082,3,464.98,37.20,1357.74
ORD000267,SKU000162,2,428.18,0.00,856.36
ORD000267,SKU000107,3,1434.31,114.74,4188.19
ORD000267,SKU000174,3,193.35,9.67,570.38
ORD000267,SKU000226,4,863.90,43.20,3412.40
ORD000268,SKU000080,3,168.98,5.07,501.87
ORD000269,SKU000238,1,1002.56,0.00,1002.56
ORD000270,SKU000039,2,1013.78,0.00,2027.56
ORD000270,SKU000064,4,229.52,6.89,911.19
ORD000270,SKU000171,1,1072.17,0.00,1072.17
ORD000270,SKU000192,1,804.31,40.22,764.09
ORD000271,SKU000110,3,819.69,40.98,2418.09
ORD000272,SKU000234,1,1026.73,51.34,975.39
ORD000272,SKU000030,2,1263.29,101.06,2425.52
ORD000273,SKU000091,3,158.71,0.00,476.13
ORD000273,SKU000212,1,425.75,12.77,412.98
ORD000273,SKU000054,2,46.95,3.76,90.14
ORD000273,SKU000049,1,892.17,44.61,847.56
ORD000273,SKU000062,1,857.25,0.00,857.25
ORD000274,SKU000057,4,1657.46,0.00,6629.84
ORD000274,SKU000051,4,544.71,16.34,2162.50
ORD000275,SKU000103,4,390.61,0.00,1562.44
ORD000275,SKU000071,3,776.67,23.30,2306.71
ORD000275,SKU000139,2,99.94,0.00,199.88
ORD000275,SKU000068,2,449.58,0.00,899.16
ORD000276,SKU000168,3,548.18,16.45,1628.09
ORD000276,SKU000157,4,614.14,0.00,2456.56
ORD000277,SKU000095,1,1103.40,88.27,1015.13
ORD000277,SKU000006,4,759.39,37.97,2999.59
ORD000277,SKU000151,3,332.71,16.64,981.49
ORD000278,SKU000136,2,716.60,57.33,1375.87
ORD000278,SKU000013,3,150.50,0.00,451.50
ORD000278,SKU000071,4,776.67,38.83,3067.85
ORD000278,SKU000089,2,872.47,69.80,1675.14
ORD000279,SKU000061,3,341.79,17.09,1008.28
ORD000279,SKU000152,3,866.00,43.30,2554.70
ORD000279,SKU000047,2,1452.61,0.00,2905.22
ORD000280,SKU000161,2,229.33,18.35,440.31
ORD000280,SKU000233,1,151.16,12.09,139.07
ORD000280,SKU000182,3,687.88,55.03,2008.61
ORD000280,SKU000129,3,312.97,0.00,938.91
ORD000280,SKU000126,2,673.63,0.00,1347.26
ORD000281,SKU000095,1,1103.40,33.10,1070.30
ORD000281,SKU000224,3,1434.98,0.00,4304.94
ORD000281,SKU000189,1,539.78,0.00,539.78
ORD000282,SKU000220,1,202.19,0.00,202.19
ORD000282,SKU000090,1,604.26,48.34,555.92
ORD000282,SKU000083,4,129.95,0.00,519.80
ORD000282,SKU000208,2,249.16,0.00,498.32
ORD000283,SKU000215,2,560.50,0.00,1121.00
ORD000283,SKU000165,4,1602.93,80.15,6331.57
ORD000284,SKU000211,3,496.71,39.74,1450.39
ORD000284,SKU000146,3,1880.37,94.02,5547.09
ORD000284,SKU000046,3,792.34,0.00,2377.02
ORD000285,SKU000111,1,381.74,30.54,351.20
ORD000286,SKU000053,3,640.96,32.05,1890.83
ORD000286,SKU000239,4,1628.02,0.00,6512.08
ORD000286,SKU000167,4,361.00,18.05,1425.95
ORD000286,SKU000057,3,1657.46,0.00,4972.38
ORD000286,SKU000042,4,384.31,0.00,1537.24
ORD000287,SKU000145,2,236.50,0.00,473.00
ORD000288,SKU000083,1,129.95,3.90,126.05
ORD000288,SKU000158,4,883.64,44.18,3490.38
ORD000288,SKU000190,1,464.47,0.00,464.47
ORD000288,SKU000225,1,124.36,3.73,120.63
ORD000289,SKU000101,3,1301.72,104.14,3801.02
ORD000290,SKU000026,4,1077.05,0.00,4308.20
ORD000290,SKU000047,4,1452.61,0.00,5810.44
ORD000290,SKU000041,2,803.27,24.10,1582.44
ORD000290,SKU000191,4,1506.00,45.18,5978.82
ORD000291,SKU000160,1,945.61,0.00,945.61
ORD000291,SKU000151,3,332.71,0.00,998.13
ORD000291,SKU000164,2,222.51,11.13,433.89
ORD000291,SKU000126,1,673.63,0.00,673.63
ORD000292,SKU000205,3,158.69,12.70,463.37
ORD000293,SKU000047,3,1452.61,43.58,4314.25
ORD000293,SKU000059,1,1823.70,91.18,1732.52
ORD000294,SKU000035,4,1737.47,139.00,6810.88
ORD000294,SKU000154,2,453.74,0.00,907.48
ORD000294,SKU000114,1,1328.98,39.87,1289.11
ORD000295,SKU000163,4,1462.68,0.00,5850.72
ORD000295,SKU000072,2,984.38,49.22,1919.54
ORD000295,SKU000076,4,788.05,23.64,3128.56
ORD000295,SKU000126,2,673.63,0.00,1347.26
ORD000295,SKU000203,4,401.86,20.09,1587.35
ORD000296,SKU000044,3,1091.23,54.56,3219.13
ORD000296,SKU000154,4,453.74,0.00,1814.96
ORD000296,SKU000016,4,755.31,37.77,2983.47
ORD000296,SKU000235,1,407.80,0.00,407.80
ORD000297,SKU000063,3,549.51,0.00,1648.53
ORD000298,SKU000103,3,390.61,31.25,1140.58
ORD000298,SKU000020,3,192.07,0.00,576.21
ORD000298,SKU000132,2,1306.17,104.49,2507.85
ORD000298,SKU000219,1,890.49,0.00,890.49
ORD000299,SKU000209,2,469.21,0.00,938.42
ORD000299,SKU000168,1,548.18,43.85,504.33
ORD000300,SKU000164,4,222.51,0.00,890.04
ORD000300,SKU000018,2,133.56,6.68,260.44
ORD000300,SKU000078,2,1553.99,0.00,3107.98
ORD000301,SKU000048,1,1423.30,42.70,1380.60
ORD000301,SKU000108,4,690.38,34.52,2727.00
ORD000301,SKU000144,2,1434.21,114.74,2753.68
ORD000301,SKU000198,4,81.28,0.00,325.12
ORD000302,SKU000225,1,124.36,3.73,120.63
ORD000302,SKU000146,3,1880.37,0.00,5641.11
ORD000302,SKU000226,2,863.90,0.00,1727.80
ORD000302,SKU000062,2,857.25,0.00,1714.50
ORD000303,SKU000029,2,842.45,25.27,1659.63
ORD000304,SKU000177,4,708.20,0.00,2832.80
ORD000304,SKU000181,1,757.86,60.63,697.23
ORD000304,SKU000015,4,42.59,0.00,170.36
ORD000304,SKU000046,2,792.34,39.62,1545.06
ORD000305,SKU000183,3,43.81,0.00,131.43
ORD000306,SKU000227,2,1087.40,86.99,2087.81
ORD000307,SKU000070,2,518.67,25.93,1011.41
ORD000307,SKU000072,4,984.38,78.75,3858.77
ORD000307,SKU000213,1,344.58,17.23,327.35
ORD000307,SKU000074,1,410.55,32.84,377.71
ORD000307,SKU000084,3,111.96,0.00,335.88
ORD000308,SKU000239,3,1628.02,0.00,4884.06
ORD000308,SKU000226,3,863.90,25.92,2565.78
ORD000309,SKU000210,3,166.08,8.30,489.94
ORD000309,SKU000192,1,804.31,24.13,780.18
ORD000309,SKU000174,4,193.35,0.00,773.40
ORD000310,SKU000138,4,639.98,32.00,2527.92
ORD000311,SKU000215,1,560.50,0.00,560.50
ORD000312,SKU000196,1,1705.94,85.30,1620.64
ORD000312,SKU000105,1,978.05,0.00,978.05
ORD000313,SKU000170,2,964.46,0.00,1928.92
ORD000313,SKU000030,2,1263.29,0.00,2526.58
ORD000313,SKU000002,2,299.04,23.92,574.16
ORD000313,SKU000100,4,763.22,0.00,3052.88
ORD000313,SKU000065,3,454.03,36.32,1325.77
ORD000314,SKU000183,1,43.81,2.19,41.62
ORD000315,SKU000137,1,951.04,76.08,874.96
ORD000315,SKU000041,2,803.27,0.00,1606.54
ORD000315,SKU000236,1,1433.52,0.00,1433.52
ORD000316,SKU000100,1,763.22,38.16,725.06
ORD000316,SKU000138,1,639.98,0.00,639.98
ORD000316,SKU000020,1,192.07,0.00,192.07
ORD000316,SKU000005,2,1493.85,0.00,2987.70
ORD000317,SKU000017,1,1627.19,0.00,1627.19
ORD000318,SKU000064,1,229.52,18.36,211.16
ORD000318,SKU000072,2,984.38,0.00,1968.76
ORD000318,SKU000161,3,229.33,0.00,687.99
ORD000319,SKU000131,2,1147.19,57.36,2237.02
ORD000319,SKU000097,1,1547.72,0.00,1547.72
ORD000319,SKU000078,4,1553.99,0.00,6215.96
ORD000319,SKU000023,4,1161.90,58.10,4589.50
ORD000320,SKU000003,3,1186.09,59.30,3498.97
ORD000320,SKU000181,2,757.86,0.00,1515.72
ORD000320,SKU000214,1,111.27,8.90,102.37
ORD000320,SKU000123,1,757.15,22.71,734.44
ORD000320,SKU000002,3,299.04,8.97,888.15
ORD000321,SKU000088,4,1898.00,56.94,7535.06
ORD000322,SKU000101,2,1301.72,39.05,2564.39
ORD000322,SKU000205,1,158.69,12.70,145.99
ORD000322,SKU000178,4,622.16,18.66,2469.98
ORD000322,SKU000029,4,842.45,25.27,3344.53
ORD000322,SKU000087,2,1226.43,98.11,2354.75
ORD000323,SKU000145,4,236.50,0.00,946.00
ORD000323,SKU000065,3,454.03,0.00,1362.09
ORD000323,SKU000103,2,390.61,31.25,749.97
ORD000323,SKU000183,4,43.81,3.50,171.74
ORD000324,SKU000102,4,331.24,26.50,1298.46
ORD000325,SKU000075,1,575.19,0.00,575.19
ORD000325,SKU000141,1,760.13,0.00,760.13
ORD000325,SKU000132,4,1306.17,0.00,5224.68
ORD000326,SKU000078,2,1553.99,0.00,3107.98
ORD000326,SKU000167,2,361.00,10.83,711.17
ORD000326,SKU000192,1,804.31,0.00,804.31
ORD000326,SKU000071,1,776.67,62.13,714.54
ORD000327,SKU000092,4,593.82,17.81,2357.47
ORD000327,SKU000027,2,388.75,19.44,758.06
ORD000327,SKU000104,1,934.38,0.00,934.38
ORD000328,SKU000054,3,46.95,1.41,139.44
ORD000328,SKU000163,1,1462.68,0.00,1462.68
ORD000329,SKU000221,1,789.98,0.00,789.98
ORD000329,SKU000190,4,464.47,0.00,1857.88
ORD000329,SKU000054,2,46.95,1.41,92.49
ORD000329,SKU000033,3,533.46,0.00,1600.38
ORD000329,SKU000108,3,690.38,0.00,2071.14
ORD000330,SKU000118,2,844.81,25.34,1664.28
ORD000330,SKU000235,3,407.80,0.00,1223.40
ORD000330,SKU000027,1,388.75,19.44,369.31
ORD000331,SKU000179,4,519.97,0.00,2079.88
ORD000331,SKU000008,3,930.88,0.00,2792.64
ORD000331,SKU000168,2,548.18,0.00,1096.36
ORD000331,SKU000081,3,1094.91,32.85,3251.88
ORD000332,SKU000206,4,1174.43,58.72,4639.00
ORD000332,SKU000046,2,792.34,23.77,1560.91
ORD000332,SKU000182,4,687.88,0.00,2751.52
ORD000333,SKU000075,3,575.19,0.00,1725.57
ORD000333,SKU000174,2,193.35,0.00,386.70
ORD000333,SKU000145,1,236.50,0.00,236.50
ORD000334,SKU000011,1,359.63,0.00,359.63
ORD000334,SKU000221,2,789.98,39.50,1540.46
ORD000334,SKU000178,1,622.16,0.00,622.16
ORD000335,SKU000184,2,1750.03,0.00,3500.06
ORD000335,SKU000051,2,544.71,27.24,1062.18
ORD000335,SKU000110,3,819.69,0.00,2459.07
ORD000336,SKU000015,1,42.59,0.00,42.59
ORD000336,SKU000207,2,377.53,30.20,724.86
ORD000336,SKU000192,3,804.31,0.00,2412.93
ORD000336,SKU000120,1,1019.64,50.98,968.66
ORD000336,SKU000078,4,1553.99,0.00,6215.96
ORD000337,SKU000189,4,539.78,0.00,2159.12
ORD000337,SKU000096,4,1036.81,0.00,4147.24
ORD000338,SKU000127,2,1186.13,35.58,2336.68
ORD000338,SKU000063,1,549.51,43.96,505.55
ORD000338,SKU000204,1,891.76,26.75,865.01
ORD000338,SKU000109,2,1497.93,74.90,2920.96
ORD000338,SKU000167,3,361.00,18.05,1064.95
ORD000339,SKU000059,4,1823.70,91.18,7203.62
ORD000340,SKU000192,3,804.31,0.00,2412.93
ORD000341,SKU000206,4,1174.43,58.72,4639.00
ORD000341,SKU000142,1,1264.47,0.00,1264.47
ORD000341,SKU000181,3,757.86,22.74,2250.84
ORD000341,SKU000054,3,46.95,0.00,140.85
ORD000342,SKU000197,4,990.61,29.72,3932.72
ORD000343,SKU000240,3,706.34,0.00,2119.02
ORD000343,SKU000094,1,28.32,0.00,28.32
ORD000343,SKU000027,1,388.75,11.66,377.09
ORD000343,SKU000095,3,1103.40,0.00,3310.20
ORD000344,SKU000145,3,236.50,0.00,709.50
ORD000344,SKU000196,4,1705.94,0.00,6823.76
ORD000344,SKU000208,4,249.16,7.47,989.17
ORD000344,SKU000088,2,1898.00,0.00,3796.00
ORD000345,SKU000046,4,792.34,0.00,3169.36
ORD000346,SKU000192,2,804.31,24.13,1584.49
ORD000346,SKU000174,2,193.35,0.00,386.70
ORD000346,SKU000187,1,1236.11,61.81,1174.30
ORD000347,SKU000205,2,158.69,0.00,317.38
ORD000348,SKU000202,2,103.62,0.00,207.24
ORD000348,SKU000027,1,388.75,31.10,357.65
ORD000349,SKU000151,2,332.71,0.00,665.42
ORD000349,SKU000178,2,622.16,18.66,1225.66
ORD000350,SKU000123,1,757.15,37.86,719.29
ORD000350,SKU000185,4,789.70,23.69,3135.11
ORD000350,SKU000010,1,142.60,11.41,131.19
ORD000351,SKU000012,4,510.87,0.00,2043.48
ORD000351,SKU000052,4,1270.42,63.52,5018.16
ORD000352,SKU000041,2,803.27,0.00,1606.54
ORD000352,SKU000019,4,406.78,32.54,1594.58
ORD000352,SKU000229,1,442.53,0.00,442.53
ORD000353,SKU000061,4,341.79,10.25,1356.91
ORD000354,SKU000010,4,142.60,0.00,570.40
ORD000354,SKU000219,3,890.49,0.00,2671.47
ORD000354,SKU000135,3,1391.10,0.00,4173.30
ORD000354,SKU000170,2,964.46,48.22,1880.70
ORD000355,SKU000004,4,494.05,0.00,1976.20
ORD000355,SKU000011,1,359.63,28.77,330.86
ORD000355,SKU000065,1,454.03,0.00,454.03
ORD000355,SKU000165,2,1602.93,0.00,3205.86
